index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,runtime_omdb_min,imdbVotes_clean,imdbRating_clean
170,tm188970,Bill Hicks: Revelations,MOVIE,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.",1993,,74,tt0152183,8.5,3085.0,Bill Hicks: Revelations,1993,Not Rated,14 Sep 1993,57 min,"Documentary, Comedy",Chris Bould,Bill Hicks,Bill Hicks,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.",English,United Kingdom,,https://m.media-amazon.com/images/M/MV5BNDQ3NTBlYTItNDI0Ni00NzQzLWIwMzctNDY4NDFjMzc5ZjJjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",,8.4,"3,263",tt0152183,movie,,,,,57.0,3263.0,8.4
171,tm188606,Sankofa,MOVIE,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",1993,,124,tt0108041,7.0,678.0,Sankofa,1993,,28 May 1993,125 min,Drama,Haile Gerima,Haile Gerima,"Kofi Ghanaba, Oyafunmike Ogunlano, Alexandra Duah","A self-absorbed Black American fashion model on a photo shoot in Africa is spiritually transported back to a plantation in the West Indies where she experiences first-hand the physical and psychic horrors of chattel slavery, and e...","Akan, English","United States, Ghana, Burkina Faso, United Kingdom, Germany, Ethiopia",1 nomination,https://m.media-amazon.com/images/M/MV5BYWVlYjZlYmQtMmEyNC00NjM3LWI3ZGUtY2E0N2M2OTYyYzA2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93.0,7.0,857,tt0108041,movie,,"$2,198,984",,,125.0,857.0,7.0
173,tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,"Taped for HBO in August 1998, on the final date of Jerry Seinfeld's tour appearances at New York City's Broadhurst Theater, I'm Telling You for the Last Time presents the standup comedian's so-called ""final"" standup, or at least his final tour with the standup material that made him famous.",1998,G,75,tt0500140,7.9,5834.0,Jerry Seinfeld: 'I'm Telling You for the Last Time',1998,TV-14,09 Aug 1998,75 min,Comedy,Marty Callner,Jerry Seinfeld,"Jerry Seinfeld, Michael Barryte, Grace Bustos","Live from New York City, Jerry Seinfeld, aided and abetted by a host of friends and fellow comedians, performs his 1998 Emmy-nominated performance on Broadway.",English,United States,Nominated for 2 Primetime Emmys. 4 nominations total,https://m.media-amazon.com/images/M/MV5BNDM4OTY0NTAyMF5BMl5BanBnXkFtZTcwNTcxMDQyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",,7.8,"6,303",tt0500140,movie,,,,,75.0,6303.0,7.8
175,tm189171,Wild Tango,MOVIE,"A biopic based on the life of one of the pioneer argentine rock stars 'Tanguito'. The movie tells the story of his rise and fall from grace, encompassed in violent times of a military regime.",1993,R,124,tt0108291,6.7,1564.0,Wild Tango,1993,R,21 Mar 1997,124 min,"Biography, Drama, Music",Marcelo Piñeyro,"Aída Bortnik, Marcelo Piñeyro","Fernán Mirás, Cecilia Dopazo, Imanol Arias","A biopic based on the life of one of the pioneer argentine rock stars 'Tanguito'. The movie tells the story of his rise and fall from grace, encompassed in violent times of a military regime.",Spanish,"Argentina, Spain",3 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BZjFiZjllMjktZWIwNS00NWY3LTgxYTYtZjhkMWJkYTI5Nzg0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",,6.7,"1,785",tt0108291,movie,,,,,124.0,1785.0,6.7
176,tm67635,Kuch Kuch Hota Hai,MOVIE,"Anjali is left heartbroken when her best friend and secret crush, Rahul, falls in love with Tina. Years later, Tina's young daughter tries to fulfil her mother's last wish of uniting Rahul and Anjali.",1998,G,185,tt0172684,7.6,51640.0,Kuch Kuch Hota Hai,1998,Not Rated,16 Oct 1998,185 min,"Comedy, Drama, Musical",Karan Johar,Karan Johar,"Shah Rukh Khan, Kajol, Rani Mukerji","During their college years, Anjali was in love with her best-friend Rahul, but he had eyes only for Tina. Years later, Rahul and the now-deceased Tina's eight-year-old daughter attempts to reunite her father and Anjali.",Hindi,India,32 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMmQ0ZjliZTgtMjQ3NC00N2NiLTkxNjktY2VkOTQ2N2QyODNkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,7.5,"61,359",tt0172684,movie,,"$2,100,000",,,185.0,61359.0,7.5
179,tm41525,Herod's Law,MOVIE,"Mexico, 1949. The fable of a janitor turned Mayor on a little town lost in the Mexican desert, who gradually realizes how far his new acquainted power and corruption can get him.",1999,R,120,tt0221344,7.8,5943.0,Herod's Law,1999,R,18 Feb 2000,123 min,"Comedy, Crime, Drama",Luis Estrada,"Luis Estrada, Vicente Leñero, Fernando Javier León Rodríguez","Damián Alcázar, Pedro Armendáriz Jr., Delia Casanova",A naive man appointed as an acting mayor of a small town turns into a corrupt politician capable of anything to stay in power.,"Spanish, English, Nahuatl",Mexico,21 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMWM0NmM0MGQtZTk4NC00N2VmLWJiNmUtMDJjYzMwZmMzMDQxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,7.8,"7,295",tt0221344,movie,,"$52,000",,,123.0,7295.0,7.8
180,tm7951,Tim Allen: Rewires America,MOVIE,This is arguably Tim Allen's best stand-up show ever and this show truly solidified Tim Allen's unique slant on masculinity becoming the backbone for his TV show â€œHome Improvement.â€,1991,PG,30,tt0294967,5.9,195.0,Tim Allen Rewires America,1991,Not Rated,07 Dec 1991,30 min,"Documentary, Comedy",Ellen Brown,Tim Allen,Tim Allen,"In his second Showtime stand-up comedy special taped at The Power Center for the Performing Arts in Ann Arbor, Michigan, Tim Allen proudly grunts his way through a discussion of ""men stuff.""",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYzJhOTc0OWQtYWUzMC00ZjBiLTg1MTctZTc4ZDdhNjllYTJmXkEyXkFqcGc@._V1_SX300.jpg,[],,,219,tt0294967,movie,,,,,30.0,219.0,
182,tm55100,Dil Se..,MOVIE,"Journalist Amar falls for a mysterious woman on an assignment, but she does not reciprocate his feelings. However, when Amar is about to get married, the woman shows up at his doorstep asking for help.",1998,PG-13,163,tt0164538,7.5,28409.0,Dil Se..,1998,Not Rated,21 Aug 1998,163 min,"Drama, Romance",Mani Ratnam,"Mani Ratnam, Sujatha, Tigmanshu Dhulia","Shah Rukh Khan, Manisha Koirala, Preity G Zinta",A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,Hindi,India,12 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BOGU3NGY5ZWUtMWQxOS00ZTMzLWJjNTEtMjkyZDVlY2E4OGZmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",,7.5,"32,231",tt0164538,movie,,,,,163.0,32231.0,7.5
183,tm204173,Aashik Aawara,MOVIE,"Raised by a kindly thief, orphaned Jimmy goes on the run from goons and falls in love with Jyoti, whose father indirectly caused his parents' deaths.",1993,,153,tt0106206,4.7,320.0,Aashik Aawara,1993,,28 May 1993,,Drama,Umesh Mehra,"Umesh Mehra, Shaktimaan Talwar","Saif Ali Khan, Mamta Kulkarni, Mohnish Behl","Raised by a kindly thief, orphaned Jimmy goes on the run from goons and falls in love with Jyoti, whose father indirectly caused his parents' deaths.",Hindi,India,2 wins,https://m.media-amazon.com/images/M/MV5BNzRiMWRkZjYtNmNkZi00M2I5LThhOGItODA3NDJjYjY2OWZhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",,4.8,384,tt0106206,movie,,,,,,384.0,4.8
184,tm191614,Destiny,MOVIE,"In the 12th century's Andalusia lives Ibn Rushd a prominent islamic philosopher with his wife Zeinab and daughter Sara. The principality is ruled by Khalifa ElMansour who has two sons, ElNasser, an intellectual that likes Ibn Rush and is in love with his daughter Sara. The younger son Abdallah is more into dancing and poetry, spending most of his times with the gypsy family and getting the daughter pregnant. The Khalifa is depending on the extremists to build his army granting them more power which they use to combat artists and philosophers. The extremists succeed in recruiting Abd Allah and train him to kill his father. Events go on where Marawan, the gypsy singer, is killed and Ibn Rushd's books are burnt. Adapted from the real life of Ibn Rushd AlMasir is Chahine's statement against extremism.",1997,,136,tt0119629,7.1,2825.0,Destiny,1997,,16 Oct 1998,135 min,"Comedy, Drama, History",Youssef Chahine,"Youssef Chahine, Khaled Youssef","Nour El-Sherif, Layla Olwi, Mahmoud Hemida","The story is set in the 12th century in Arab-ruled Spanish province Andalusia, where famed philosopher Averroes is appointed grand judge by the caliph and his liberal court judgments are not liked by everyone. The caliph's politic...","Arabic, French","France, Egypt",2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTQ1ODBlMjUtYmQ5YS00MTE2LWFiZDktOWMwZWU0OTRiNjIxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,7.2,"3,263",tt0119629,movie,,,,,135.0,3263.0,7.2
185,tm8859,Oh Darling! Yeh Hai India!,MOVIE,Miss India and an aspiring actor spend a night together roaming the streets of Mumbai and unwittingly clash paths with a megalomaniacal gangster planning to take over India.,1995,G,153,tt0114031,4.0,1678.0,Oh Darling Yeh Hai India,1995,,11 Aug 1995,160 min,Comedy,Ketan Mehta,"Parvati Balagopalan, Ketan Mehta, Deepa Sahi","Shah Rukh Khan, Deepa Sahi, Jaaved Jaaferi",Miss India and an aspiring actor spend a night together roaming the streets of Mumbai and unwittingly clash paths with a megalomaniacal gangster planning to take over India.,Hindi,India,,https://m.media-amazon.com/images/M/MV5BMDg1YzE2NDYtNjJjZC00YjFjLTkzZjEtYzFjOTFkODNiNjg0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]",,4.0,"1,965",tt0114031,movie,,,,,160.0,1965.0,4.0
186,tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,"Ricky Bell, an all-pro running back with the Tampa Bay Buccaneers, who died of a rare muscle disease in the prime of his career. The plot centers on Bell's relationship with a father-less handicapped boy, and his efforts to be a big brother to him. The boy ends up being an inspiration for Bell when his disease makes the athlete more afflicted than the boy.",1991,,100,tt0103123,7.2,248.0,A Triumph of the Heart: The Ricky Bell Story,1991,Not Rated,02 Apr 1991,100 min,"Biography, Drama, Sport",Richard Michaels,Jeff Andrus,"Mario Van Peebles, Susan Ruttan, Lane R. Davis","In the early 1980s, football star Ricky Bell befriends Ryan Blankenship, a disabled boy.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTc2NTQ2MDk1Nl5BMl5BanBnXkFtZTcwNDI1NTkxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,7.2,267,tt0103123,movie,,,,,100.0,267.0,7.2
187,tm12876,Bombay,MOVIE,"A Hindu man and a Muslim woman fall in love in a small village and move to Mumbai, where they have two children. However, growing religious tensions and erupting riots threaten to tear the family apart.",1995,,141,tt0112553,8.1,12512.0,Bombay,1995,Not Rated,10 Mar 1995,130 min,"Drama, Romance",Mani Ratnam,"Mani Ratnam, Umesh Sharma","Arvind Swamy, Manisha Koirala, Nassar","A Hindu man and a Muslim woman fall in love in a small village and move to Mumbai, where they have two children. However, growing religious tensions and erupting riots threaten to tear the family apart.",Tamil,India,13 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNzkxOGRiMTItMjAyMC00NjRhLWJjODktNWY5YzQwNDYyZmViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",,8.1,"14,020",tt0112553,movie,,,,,130.0,14020.0,8.1
188,tm52083,West Beirut,MOVIE,"In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: school has closed, the violence is fascinating, getting from West to East is a game. His mother wants to leave; his father refuses. Tarek spends time with May, a Christian, orphaned and living in his building. By accident, Tarek goes to an infamous brothel in the war-torn Olive Quarter, meeting its legendary madam, Oum Walid. He then takes Omar and May there using her underwear as a white flag for safe passage. Family tensions rise. As he comes of age, the war moves inexorably from adventure to tragedy.",1998,PG-13,105,tt0157183,7.6,4175.0,West Beirut,1998,PG-13,30 Oct 1998,105 min,"Comedy, Drama, Romance",Ziad Doueiri,Ziad Doueiri,"Rami Doueiri, Naamar Sahli, Mohamad Chamas","In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: school has closed, the violence is fascin...","Arabic, French","France, Norway, Lebanon, Belgium",8 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNzE0NzdkMmUtNTJlOC00ZGEyLTg1MDctZjdhNDQ4MTc5YzkyXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",,7.6,"4,739",tt0157183,movie,,,,,105.0,4739.0,7.6
189,tm9898,Muthu,MOVIE,"A lavish Maharaja lived with his sister-in-law and stepbrother Rajasekhar, helping people incessantly. His sister-in-law has a son, to whom the Maharaja bequeaths a major portion of his property. At this juncture, a new baby is born to the Maharaja.His wife dies soon after. Brother Rajasekhar cheats the Maharaja as he fears that his son's property might be taken back and given to the Maharaja's own son. When the cheating comes to light, the Maharaja hands over all his property and his baby to his sister-in-law...",1995,G,165,tt0140399,7.6,3056.0,Muthu,1995,,23 Oct 1995,156 min,"Action, Comedy, Drama",K.S. Ravikumar,K.S. Ravikumar,"Rajinikanth, Meena, Sarath Babu","The movie is about a loyal servant, Muthu (Rajni), working for Zamindar Malayasimman (Sarath Babu) and the cunning plans by the uncle of Malasimman to capture the whole wealth which uncovers some mystery about Muthu.",Tamil,India,3 wins,https://m.media-amazon.com/images/M/MV5BYjM1NWVjOWMtMDhlMC00ZTkzLWI1N2UtNGJhNTJhYTA5ZjdiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",,7.5,"3,728",tt0140399,movie,,,,,156.0,3728.0,7.5
190,tm326102,Qila,MOVIE,"When an abusive landowner is murdered, his twin brother sets out to find the killer but quickly discovers that everyone, it seems, wanted him dead.",1998,,160,tt0286907,4.8,129.0,Qila,1998,Not Rated,10 Apr 1998,133 min,"Drama, Family, Music",Umesh Mehra,,"Dilip Kumar, Mukul Dev, Rekha","When landowner Jagannath Singh (Dilip Kumar) is murdered, his twin brother Amarnath Singh (also Dilip Kumar) decides to investigate, and finds the list of suspects is seemingly endless. From Jagannath's own son Amar (Mukul Dev), t...",Hindi,India,,https://m.media-amazon.com/images/M/MV5BYWFiZTUwMWEtZWQ5NC00MGE5LWE0MjYtMjg3OWJhOTk3NDE2L2ltYWdlXkEyXkFqcGdeQXVyMjQ2MjgyNjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",,4.8,152,tt0286907,movie,,,,,133.0,152.0,4.8
191,tm12482,Ram Jaane,MOVIE,"A street hustler, who has spent several years in and out of prison, decides to reform his life, as he teaches street kids to stay away from crime, but has trouble maintaining these ideals in his own life.",1995,,172,tt0114231,5.4,3901.0,Ram Jaane,1995,Not Rated,01 Dec 1995,122 min,"Action, Crime, Drama",Rajiv Mehra,Vinay Shukla,"Shah Rukh Khan, Juhi Chawla, Vivek Mushran","A social worker tries diligently to steer a group of wayward street urchins on the right path. But his childhood friend, now a fearless gangster, plans to bring the children into his fold.",Hindi,India,,https://m.media-amazon.com/images/M/MV5BMTc1MDkzODk2Nl5BMl5BanBnXkFtZTcwNjA2ODgzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",,5.4,"4,477",tt0114231,movie,,,,,122.0,4477.0,5.4
192,tm128925,Chamatkar,MOVIE,"When Sunder loses everything, he seeks refuge in a graveyard, where he befriends a ghost.",1992,G,171,tt0126234,6.5,6199.0,Chamatkar,1992,Not Rated,08 Jul 1992,171 min,"Comedy, Drama, Fantasy",Rajiv Mehra,"Shaukat Baig, Lilliput, Rajiv Mehra","Naseeruddin Shah, Shah Rukh Khan, Urmila Matondkar","When Sunder loses everything, he seeks refuge in a graveyard, where he befriends a ghost.",Hindi,India,,https://m.media-amazon.com/images/M/MV5BNzkzODdkYjAtM2I5MC00MTFlLTgxYmEtOThiNzlkM2NjNGQyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,"7,310",tt0126234,movie,,,,,171.0,7310.0,6.5
193,tm52871,Soldier,MOVIE,The story follows a young man (Bobby Deol) who flees India and arrives in Australia seeking vengence for something that started in India. In Australia he meets and falls in love with the daughter of a rich and powerful man(Suresh Oberoi). The story keeps the covers on Bobby Deols plan until the end when everything is revealed as to why he is a SOLDIER.,1998,,156,tt0211634,6.2,3025.0,Soldier,1998,Not Rated,12 Oct 1998,156 min,"Action, Drama, Musical","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Aadesh K. Arjun, Sachin Bhowmick, Shyam Goel","Bobby Deol, Preity G Zinta, Rakhee Gulzar",The story follows a young man (Bobby Deol) who flees India and arrives in Australia seeking vengence for something that started in India. In Australia he meets and falls in love with the daughter of a rich and powerful man(Suresh ...,"English, Hindi",India,6 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTcyMTc1OTczMV5BMl5BanBnXkFtZTcwNzE2ODgzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",,6.3,"3,465",tt0211634,movie,,,,,156.0,3465.0,6.3
195,tm62385,Hum Saath Saath Hain,MOVIE,"Ramkishen and his wife Mamta have three sons. Prem and Vinod have sweethearts in Preeti and Vivek marries Sangeeta. Since Vivek is Mamta's step-son, she plots to alienate him, but will she succeed?",1999,G,177,tt0216817,6.2,8454.0,Hum Saath-Saath Hain,1999,Not Rated,05 Nov 1999,177 min,"Drama, Musical",Sooraj R. Barjatya,Sooraj R. Barjatya,"Mohnish Behl, Salman Khan, Saif Ali Khan","Ramkishen and Mamta have three sons Vivek , Prem and Vinod and a daughter Sangeeta. This family is part of a joint family whose close knit bond is challenged by a misunderstanding.",Hindi,India,1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTc2NDQ5OTIzNl5BMl5BanBnXkFtZTgwMTI5ODUzNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",,6.3,"10,224",tt0216817,movie,,"$2,005,094",,,177.0,10224.0,6.3
196,tm184502,Kabhi Haan Kabhi Naa,MOVIE,"A man belongs to a middle-class family and is intent on pursuing his career with a music group, despite his dad's disapproval. He is also in love with the lead singer, but she sees him mainly as a friend.",1994,G,158,tt0110222,7.6,18224.0,Kabhi Haan Kabhi Naa,1994,,25 Feb 1994,158 min,"Comedy, Drama, Music",Kundan Shah,"Pankaj Advani, Ranjit Kapoor, Kundan Shah","Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori",A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.,"Hindi, English",India,2 wins,https://m.media-amazon.com/images/M/MV5BODU1MDU3MTYtYTAwMi00MmNmLWFkMWYtNmY1NzRhYTA3ZWI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",,7.6,"19,629",tt0110222,movie,,,,,158.0,19629.0,7.6
197,tm7810,Nightmare in Columbia County,MOVIE,The recounting of a terrible crime that wracked a family and galvanized police in South Carolina in the 1980's. Southern beauty pageant winner Dawn Smith is targeted by a sadistic stalker whose obsession with her leads him to kidnap her younger sister.,1991,,100,tt0102537,5.5,341.0,Nightmare in Columbia County,1991,Not Rated,10 Dec 1991,100 min,"Crime, Drama, Thriller",Roger Young,John Bensink,"William Devane, Jeri Ryan, Michele Abrams",The recounting of a terrible crime that wracked a family and galvanized police in South Carolina in the 1980's.,English,United States,,https://m.media-amazon.com/images/M/MV5BYjdiYmZlN2ItZTZlNC00YmEwLWExYWYtNDE3YjJlNDA2MDE0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",,5.7,411,tt0102537,movie,,,,,100.0,411.0,5.7
198,tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,"Rival news-reporters, Ajay Bakshi, and Ria Bannerjee engage in a comic war to be the first to interview notorius M.K. Sharma, in which Ria succeeds. Then the two are thrust in a battle for their lives as they must decide whether to save an innocent terrorist from being hanged, or sacrifice their very lives themselves.",2000,PG-13,160,tt0222270,6.1,7556.0,Phir Bhi Dil Hai Hindustani,2000,Not Rated,21 Jan 2000,160 min,"Comedy, Drama, Musical",Aziz Mirza,"Sanjay Chhel, Raaj Kumar Dahima, Manoj Lalwani","Shah Rukh Khan, Juhi Chawla, Johny Lever","In order to seek justice for a man who exacts vengeance on a politician, who was responsible for his daughter's death, two rival reporters teams up to help him to prove his innocence.",Hindi,India,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BNTQ1YzAxZjgtNjAyNy00MmZhLThjMjItNTFkNzhlNjBiMDFjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",,6.1,"8,841",tt0222270,movie,,"$588,606",,,160.0,8841.0,6.1
199,tm47530,Jeans,MOVIE,"Vishu and Ramu are a pair of Indian twins living in America with their father, Rajamani. When Madhumita (Aishwarya Rai) and her brother come to America to get medical treatment for their ailing grandmother, Vishu and Ramu end up meeting them at the airport. Vishu falls in love with Madhumita, and the couple has everyone's blessing, except for Rajamani, who is estranged from his own twin brother. He only wants his sons to marry twin sisters, so Madhumita pretends to have a twin in order to please him. As Madhumita puts on a charade by creating Vaishnavi, all goes well, until Ramu falls in love with Vaishnavi. Now the truth must come out, before Madhumita has to marry both of Rajamani's twin sons.",1998,,175,tt0151121,6.4,3567.0,Jeans,1998,Not Rated,24 Apr 1998,175 min,"Comedy, Drama, Romance",S. Shankar,S. Shankar,"Prashanth, Aishwarya Rai Bachchan, Nassar",The father of twin brothers wants to get them married to only twin sisters. But one of the brothers falls in love with a woman does not have a twin sister.,Tamil,India,4 wins total,https://m.media-amazon.com/images/M/MV5BYjc3ODhlZGMtZmFhOS00NGEwLWI4ZWEtZDhlZjg5MWYxZDBjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,"4,124",tt0151121,movie,,,,,175.0,4124.0,6.5
200,tm105716,Chaahat,MOVIE,"Roop and his father come to the city for medical treatment where Reshma falls in love with Roop. However, Roop loves Pooja but when Reshma threatens to kill herself, Roop agrees to marry her.",1996,G,155,tt0172234,5.5,2837.0,Chaahat,1996,Not Rated,06 Jun 1996,151 min,"Drama, Romance",Mahesh Bhatt,"Robin Bhatt, Akash Khurana, Javed Siddiqui","Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt","Roop and his father come to the city for medical treatment and Reshma falls in love with Roop. Roop loves Pooja, but when Reshma threatens to kill herself, Roop agrees to marry her.",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BNjY1NzAxNzYtMGE1NS00NzMwLTljYzktOTE5ZWU3MDkyZTVhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",,5.5,"3,313",tt0172234,movie,,,,,151.0,3313.0,5.5
201,tm117873,Hum Aapke Hain Koun..!,MOVIE,"Prem and Nisha meet and fall in love at the wedding of their elder siblings, but their plans to be together are put in jeopardy when Nisha's sister dies, leaving behind a baby.",1994,,206,tt0110076,7.5,20986.0,Hum Aapke Hain Koun..!,1994,TV-14,05 Aug 1994,206 min,"Comedy, Drama, Musical",Sooraj R. Barjatya,Sooraj R. Barjatya,"Madhuri Dixit, Salman Khan, Mohnish Behl","Prem and Nisha meet and fall in love at the wedding of their elder siblings, but their plans to be together are put in jeopardy when Nisha's sister dies, leaving behind a baby.",Hindi,India,10 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BOWFmZDQ5N2EtZDIzZC00NDRlLTkwNjktN2Q5NDQ2YjE5MDQyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",,7.5,"23,833",tt0110076,movie,,,,,206.0,23833.0,7.5
202,tm189773,Maya Memsaab,MOVIE,"A frustrated housewife whose marriage to an average man does not meet her expectations enters into an affair with a younger man. Of course, there are no easy escapes from reality.",1993,PG-13,126,tt0137100,5.4,2177.0,Maya,1993,,02 Jul 1993,130 min,"Drama, Mystery, Romance",Ketan Mehta,"Gustave Flaubert, Sitanshu Yashaschandra, Ketan Mehta","Deepa Sahi, Farooq Shaikh, Raj Babbar","A beautiful, wealthy woman's insatiable appetite for romance leads to tragedy and a police investigation.",Hindi,"France, India, United Kingdom",1 win,https://m.media-amazon.com/images/M/MV5BOWVhZDFmZDQtMzE5Mi00YmVkLWJkMTUtZjYzNGUzMmVmMzA1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",,5.4,"2,405",tt0137100,movie,,,,,130.0,2405.0,5.4
203,tm7032,Out of Life,MOVIE,"Patrick Perrault, a photo-journalist covering the war in Beirut in the late 1980s, is himself caught up in the hostilities when one day he is picked up and bundled into a car at gun-point. Blind-folded, he is taken to an unknown location where he discovers that he is being taken hostage by Lebanese guerrillas.",1991,,97,tt0102058,6.9,365.0,Out of Life,1991,,15 May 1991,97 min,"Crime, Drama, War",Maroun Bagdadi,"Roger Auque, Maroun Bagdadi, Didier Decoin","Hippolyte Girardot, Rafik Ali Ahmad, Hussein Sbeity",A French photograher is kidnapped and held hostage in a war-torn Beirut. Slowly but surely his integrity and self-respect is broken.,"French, Arabic, English","France, Belgium, Italy",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTg3NjcxNDA3Ml5BMl5BanBnXkFtZTcwNTgxNzYxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,6.8,515,tt0102058,movie,,,,,97.0,515.0,6.8
